date,temp
06-10-1987,19.98
07-10-1987,21.88
08-10-1987,22.1
09-10-1987,18.61
10-10-1987,17.47
11-10-1987,18.48
12-10-1987,18.01
13-10-1987,16.07
14-10-1987,19.18
15-10-1987,17.83
16-10-1987,18.9
17-10-1987,21.78
18-10-1987,21.49
19-10-1987,19.84
20-10-1987,17.82
21-10-1987,16.59
22-10-1987,14.32
23-10-1987,15.6
24-10-1987,13.9
25-10-1987,14.22
26-10-1987,15.35
27-10-1987,16.69
28-10-1987,17.11
29-10-1987,18.56
30-10-1987,19.42
31-10-1987,14.77
01-11-1987,12.82
02-11-1987,16.41
03-11-1987,20.23
04-11-1987,14.88
05-11-1987,14.57
06-11-1987,11.71
07-11-1987,12.36
08-11-1987,12.5
09-11-1987,10.73
10-11-1987,13.85
11-11-1987,15.34
12-11-1987,17.95
13-11-1987,13.75
14-11-1987,10.8
15-11-1987,11.95
16-11-1987,13.2
17-11-1987,11.22
18-11-1987,12.63
19-11-1987,11.93
20-11-1987,9.7
21-11-1987,11.29
22-11-1987,11.14
23-11-1987,11.4
24-11-1987,10.77
25-11-1987,10.52
26-11-1987,11.14
27-11-1987,13
28-11-1987,7.08
29-11-1987,6.34
30-11-1987,6.39
01-12-1987,5.66
02-12-1987,4.43
03-12-1987,5.75
04-12-1987,5.88
05-12-1987,5.63
06-12-1987,1.54
07-12-1987,2.48
08-12-1987,6.2
09-12-1987,8.36
10-12-1987,10.53
11-12-1987,10.03
12-12-1987,7.28
13-12-1987,1.79
14-12-1987,4
15-12-1987,6.55
16-12-1987,7.42
17-12-1987,4.95
18-12-1987,3.69
19-12-1987,6.3
20-12-1987,7.19
21-12-1987,6.34
22-12-1987,5.38
23-12-1987,8.19
24-12-1987,8.28
25-12-1987,10.29
26-12-1987,11.22
27-12-1987,9.3
28-12-1987,9.75
29-12-1987,10.18
30-12-1987,9.28
31-12-1987,6.59
01-01-1988,6.97
02-01-1988,9.14
03-01-1988,7.75
04-01-1988,9.49
05-01-1988,3.76
06-01-1988,2.85
07-01-1988,4.44
08-01-1988,8.57
09-01-1988,5.72
10-01-1988,2.56
11-01-1988,4.18
12-01-1988,7.08
13-01-1988,7.44
14-01-1988,8.4
15-01-1988,9.95
16-01-1988,7.88
17-01-1988,5.51
18-01-1988,4.28
19-01-1988,5.56
20-01-1988,6.81
21-01-1988,8.14
22-01-1988,12.7
23-01-1988,7.58
24-01-1988,4.11
25-01-1988,5.69
26-01-1988,6.72
27-01-1988,5.49
28-01-1988,6.36
29-01-1988,8.47
30-01-1988,6.28
31-01-1988,6.27
01-02-1988,5.27
02-02-1988,6.9
03-02-1988,1.04
04-02-1988,4.41
05-02-1988,10.2
06-02-1988,5.94
07-02-1988,2.03
08-02-1988,2.72
09-02-1988,4.15
10-02-1988,3.19
11-02-1988,4.19
12-02-1988,3.31
13-02-1988,4.67
14-02-1988,3.6
15-02-1988,2.21
16-02-1988,1.13
17-02-1988,1.74
18-02-1988,2.45
19-02-1988,3.57
20-02-1988,5.69
21-02-1988,2.08
22-02-1988,3.6
23-02-1988,7.44
24-02-1988,5.11
25-02-1988,4.66
26-02-1988,5.3
27-02-1988,2.49
28-02-1988,4.01
29-02-1988,7.13
01-03-1988,6.73
02-03-1988,6.67
03-03-1988,5.44
04-03-1988,5.29
05-03-1988,6.24
06-03-1988,7.38
07-03-1988,5.83
08-03-1988,4.84
09-03-1988,5.62
10-03-1988,8.14
11-03-1988,13.12
12-03-1988,12.42
13-03-1988,11.07
14-03-1988,13.93
15-03-1988,7.66
16-03-1988,7.1
17-03-1988,6.41
18-03-1988,7.96
19-03-1988,10.27
20-03-1988,7.99
21-03-1988,7.17
22-03-1988,10.73
23-03-1988,10.99
24-03-1988,8.7
25-03-1988,8.92
26-03-1988,5.49
27-03-1988,8.44
28-03-1988,10.97
29-03-1988,8.26
30-03-1988,6.83
31-03-1988,6.24
01-04-1988,8.27
02-04-1988,9.45
03-04-1988,11.82
04-04-1988,11.98
05-04-1988,12.73
06-04-1988,12.57
07-04-1988,4.93
08-04-1988,4.5
09-04-1988,7.53
10-04-1988,10.02
11-04-1988,12.91
12-04-1988,16.09
13-04-1988,14.81
14-04-1988,14.39
15-04-1988,13.16
16-04-1988,13.99
17-04-1988,15.34
18-04-1988,15.71
19-04-1988,16.64
20-04-1988,18.27
21-04-1988,16.04
22-04-1988,15.55
23-04-1988,12.13
24-04-1988,12.41
25-04-1988,14.08
26-04-1988,16.82
27-04-1988,17.27
28-04-1988,18.62
29-04-1988,17.46
30-04-1988,20.42
01-05-1988,20.59
02-05-1988,19.29
03-05-1988,18.21
04-05-1988,19.2
05-05-1988,15.77
06-05-1988,17.46
07-05-1988,14.87
08-05-1988,13.17
09-05-1988,13.83
10-05-1988,16.23
11-05-1988,18.51
12-05-1988,16.25
13-05-1988,17.71
14-05-1988,19.7
15-05-1988,17.32
16-05-1988,18.88
17-05-1988,20.08
18-05-1988,20.59
19-05-1988,22.27
20-05-1988,21.87
21-05-1988,19.34
22-05-1988,15.91
23-05-1988,12.36
24-05-1988,14.71
25-05-1988,15.64
26-05-1988,19.26
27-05-1988,18.41
28-05-1988,18.26
29-05-1988,19.39
30-05-1988,17.67
31-05-1988,19.33
01-06-1988,20.34
02-06-1988,20.28
03-06-1988,23.39
04-06-1988,22.41
05-06-1988,22.59
06-06-1988,22.08
07-06-1988,24.06
08-06-1988,22.41
09-06-1988,22.58
10-06-1988,20.04
11-06-1988,20.59
12-06-1988,20.04
13-06-1988,21.72
14-06-1988,22.37
15-06-1988,23.23
16-06-1988,22.37
17-06-1988,23.08
18-06-1988,22.36
19-06-1988,22.8
20-06-1988,22.88
21-06-1988,20.13
22-06-1988,21.33
23-06-1988,22.56
24-06-1988,20.92
25-06-1988,21.1
26-06-1988,22.12
27-06-1988,21.38
28-06-1988,21.32
29-06-1988,22.05
30-06-1988,20.45
01-07-1988,21.31
02-07-1988,21.43
03-07-1988,21.06
04-07-1988,22.59
05-07-1988,21.07
06-07-1988,23.29
07-07-1988,23.93
08-07-1988,25.93
09-07-1988,26.62
10-07-1988,24.52
11-07-1988,24.03
12-07-1988,24.36
13-07-1988,21.74
14-07-1988,22.07
15-07-1988,22.59
16-07-1988,22.65
17-07-1988,22.36
18-07-1988,21.66
19-07-1988,22.12
20-07-1988,22.54
21-07-1988,22.61
22-07-1988,21.87
23-07-1988,20.79
24-07-1988,19.56
25-07-1988,20.77
26-07-1988,21.36
27-07-1988,20.1
28-07-1988,19.77
29-07-1988,20.92
30-07-1988,21.31
31-07-1988,25.09
01-08-1988,25.64
02-08-1988,24.34
03-08-1988,25.6
04-08-1988,26.67
05-08-1988,26.65
06-08-1988,26.27
07-08-1988,26.45
08-08-1988,26.86
09-08-1988,27.16
10-08-1988,25.83
11-08-1988,25.58
12-08-1988,25.8
13-08-1988,27.42
14-08-1988,26.56
15-08-1988,25.84
16-08-1988,25.29
17-08-1988,25.54
18-08-1988,25.56
19-08-1988,26.14
20-08-1988,25.92
21-08-1988,27.28
22-08-1988,28.59
23-08-1988,29.02
24-08-1988,27.63
25-08-1988,25.92
26-08-1988,26.18
27-08-1988,26.82
28-08-1988,27.4
29-08-1988,26.73
30-08-1988,25.43
31-08-1988,25.68
01-09-1988,24.68
02-09-1988,23.69
03-09-1988,23.89
04-09-1988,22.72
05-09-1988,22.06
06-09-1988,22.06
07-09-1988,23.99
08-09-1988,23.58
09-09-1988,25.01
10-09-1988,24.42
11-09-1988,25.4
12-09-1988,25.41
13-09-1988,23.84
14-09-1988,22.95
15-09-1988,24.06
16-09-1988,25.13
17-09-1988,21.12
18-09-1988,22.49
19-09-1988,24.09
20-09-1988,23.62
21-09-1988,23.02
22-09-1988,21.44
23-09-1988,21.23
24-09-1988,20.08
25-09-1988,20.42
26-09-1988,20.71
27-09-1988,20.14
28-09-1988,19.98
29-09-1988,19.9
30-09-1988,18.71
01-10-1988,20.52
02-10-1988,19.3
03-10-1988,19.87
04-10-1988,19.12
05-10-1988,18.52
06-10-1988,19.14
07-10-1988,20.65
08-10-1988,17.29
09-10-1988,19.21
10-10-1988,18.59
11-10-1988,19.6
12-10-1988,19.15
13-10-1988,13.75
14-10-1988,15.77
15-10-1988,16.86
16-10-1988,18.01
17-10-1988,16.62
18-10-1988,17
19-10-1988,15.05
20-10-1988,16.11
21-10-1988,17.74
22-10-1988,18.24
23-10-1988,16.06
24-10-1988,14.38
25-10-1988,14.48
26-10-1988,15.67
27-10-1988,16.39
28-10-1988,14.9
29-10-1988,11.79
30-10-1988,11.65
31-10-1988,11.8
01-11-1988,14.26
02-11-1988,14.92
03-11-1988,12.25
04-11-1988,12.68
05-11-1988,12.27
06-11-1988,12.64
07-11-1988,11.78
08-11-1988,10.38
09-11-1988,13.1
10-11-1988,13.12
11-11-1988,10.07
12-11-1988,11.31
13-11-1988,12.96
14-11-1988,12.95
15-11-1988,10.96
16-11-1988,12.16
17-11-1988,10.07
18-11-1988,7.48
19-11-1988,9.5
20-11-1988,7.45
21-11-1988,8.51
22-11-1988,9.36
23-11-1988,12.59
24-11-1988,10.84
25-11-1988,7.95
26-11-1988,7.58
27-11-1988,6.35
28-11-1988,8.06
29-11-1988,6.94
30-11-1988,7.65
01-12-1988,7.98
02-12-1988,8.06
03-12-1988,7.67
04-12-1988,9.94
05-12-1988,9.8
06-12-1988,8.22
07-12-1988,8.75
08-12-1988,10.11
09-12-1988,11.04
10-12-1988,6.77
11-12-1988,7.36
12-12-1988,9.06
13-12-1988,9.77
14-12-1988,9.35
15-12-1988,7.2
16-12-1988,4.12
17-12-1988,3.88
18-12-1988,6.13
19-12-1988,6.91
20-12-1988,8.22
21-12-1988,6.16
22-12-1988,5.33
23-12-1988,5.51
24-12-1988,6.37
25-12-1988,5.33
26-12-1988,4.81
27-12-1988,3.93
28-12-1988,4.18
29-12-1988,4.79
30-12-1988,5.32
31-12-1988,7.45
01-01-1989,7.21
02-01-1989,7.68
03-01-1989,7.57
04-01-1989,4.85
05-01-1989,4.59
06-01-1989,6.53
07-01-1989,8.09
08-01-1989,8.37
09-01-1989,8.92
10-01-1989,8.72
11-01-1989,10.06
12-01-1989,7.7
13-01-1989,6.45
14-01-1989,5.11
15-01-1989,3.51
16-01-1989,5.17
17-01-1989,6.32
18-01-1989,8
19-01-1989,12.74
20-01-1989,13.95
21-01-1989,8.77
22-01-1989,7.15
23-01-1989,5.64
24-01-1989,6.99
25-01-1989,6.03
26-01-1989,6.53
27-01-1989,8.14
28-01-1989,1.61
29-01-1989,4.37
30-01-1989,7.45
31-01-1989,10.13
01-02-1989,6.43
02-02-1989,3.47
03-02-1989,4.08
04-02-1989,4.7
05-02-1989,6.38
06-02-1989,6.21
07-02-1989,7.81
08-02-1989,10.95
09-02-1989,9.82
10-02-1989,4.51
11-02-1989,5.12
12-02-1989,5.32
13-02-1989,4.91
14-02-1989,6.25
15-02-1989,9.64
16-02-1989,12.88
17-02-1989,7.96
18-02-1989,5.5
19-02-1989,7.5
20-02-1989,10.15
21-02-1989,7.37
22-02-1989,5.09
23-02-1989,4.88
24-02-1989,4.68
25-02-1989,5.18
26-02-1989,6.32
27-02-1989,8.37
28-02-1989,13.57
01-03-1989,10.31
02-03-1989,7.48
03-03-1989,10.9
04-03-1989,14.76
05-03-1989,6.39
06-03-1989,8.08
07-03-1989,5.21
08-03-1989,3.83
09-03-1989,5.33
10-03-1989,8.14
11-03-1989,9.06
12-03-1989,11.73
13-03-1989,12.11
14-03-1989,12
15-03-1989,9.8
16-03-1989,7.99
17-03-1989,6.4
18-03-1989,7.21
19-03-1989,7.83
20-03-1989,8.94
21-03-1989,9.16
22-03-1989,7.22
23-03-1989,9.62
24-03-1989,10.92
25-03-1989,10.63
26-03-1989,10.75
27-03-1989,9.17
28-03-1989,7.53
29-03-1989,9.56
30-03-1989,11.3
31-03-1989,13.35
01-04-1989,13.84
02-04-1989,13.26
03-04-1989,13.29
04-04-1989,13.48
05-04-1989,9.41
06-04-1989,12.75
07-04-1989,14.12
08-04-1989,15.39
09-04-1989,17.09
10-04-1989,14.74
11-04-1989,12.57
12-04-1989,10.98
13-04-1989,14.89
14-04-1989,17.07
15-04-1989,17.27
16-04-1989,17.62
17-04-1989,16.08
18-04-1989,16.89
19-04-1989,16.79
20-04-1989,16.95
21-04-1989,14.77
22-04-1989,17.03
23-04-1989,15.65
24-04-1989,15.3
25-04-1989,12.95
26-04-1989,14.67
27-04-1989,16.02
28-04-1989,10.48
29-04-1989,13.23
30-04-1989,16.46
01-05-1989,14.74
02-05-1989,15.64
03-05-1989,14.7
04-05-1989,17.12
05-05-1989,18.65
06-05-1989,14.55
07-05-1989,11.67
08-05-1989,16.74
09-05-1989,18.25
10-05-1989,19.58
11-05-1989,13.42
12-05-1989,14.38
13-05-1989,18.32
14-05-1989,17.52
15-05-1989,17.7
16-05-1989,18.34
17-05-1989,15.88
18-05-1989,16.81
19-05-1989,17.63
20-05-1989,17.08
21-05-1989,19.42
22-05-1989,20.28
23-05-1989,17.09
24-05-1989,19.66
25-05-1989,18.31
26-05-1989,16.69
27-05-1989,18.93
28-05-1989,18.62
29-05-1989,18.4
30-05-1989,17.75
31-05-1989,19.7
01-06-1989,20.99
02-06-1989,20.76
03-06-1989,21.03
04-06-1989,21.99
05-06-1989,22.09
06-06-1989,23.3
07-06-1989,23.26
08-06-1989,18.53
09-06-1989,13.98
10-06-1989,14.23
11-06-1989,15.04
12-06-1989,17.8
13-06-1989,19.99
14-06-1989,20.65
15-06-1989,20.22
16-06-1989,20.05
17-06-1989,20.02
18-06-1989,16.65
19-06-1989,16.62
20-06-1989,18.12
21-06-1989,19.64
22-06-1989,20.38
23-06-1989,20.11
24-06-1989,19.98
25-06-1989,22.51
26-06-1989,23.82
27-06-1989,22.7
28-06-1989,21.54
29-06-1989,23.67
30-06-1989,22.8
01-07-1989,19.27
02-07-1989,17.27
03-07-1989,18.53
04-07-1989,20.84
05-07-1989,21.44
06-07-1989,21.46
07-07-1989,22.65
08-07-1989,24.37
09-07-1989,24.69
10-07-1989,24.36
11-07-1989,25.52
12-07-1989,23.57
13-07-1989,20.61
14-07-1989,23.2
15-07-1989,23.82
16-07-1989,22.74
17-07-1989,22.72
18-07-1989,23.46
19-07-1989,24.67
20-07-1989,25.12
21-07-1989,25.61
22-07-1989,25.45
23-07-1989,26.19
24-07-1989,26.86
25-07-1989,26.51
26-07-1989,26.29
27-07-1989,26.57
28-07-1989,25.78
29-07-1989,25.61
30-07-1989,25.21
31-07-1989,25.74
01-08-1989,24.64
02-08-1989,26.77
03-08-1989,26.66
04-08-1989,26.45
05-08-1989,25.78
06-08-1989,25.54
07-08-1989,27.11
08-08-1989,27.19
09-08-1989,28.36
10-08-1989,28.01
11-08-1989,26.36
12-08-1989,27.33
13-08-1989,27.2
14-08-1989,26.19
15-08-1989,26.25
16-08-1989,26.25
17-08-1989,25.88
18-08-1989,26.22
19-08-1989,26.3
20-08-1989,26.97
21-08-1989,27.08
22-08-1989,26.86
23-08-1989,26.45
24-08-1989,26.31
25-08-1989,24.26
26-08-1989,24.57
27-08-1989,25.73
28-08-1989,27.03
29-08-1989,26.64
30-08-1989,26.85
31-08-1989,26.64
01-09-1989,27.02
02-09-1989,26.03
03-09-1989,25.33
04-09-1989,24.43
05-09-1989,25.6
06-09-1989,25.89
07-09-1989,25.82
08-09-1989,26.41
09-09-1989,26.49
10-09-1989,25.92
11-09-1989,26.72
12-09-1989,27.43
13-09-1989,25.86
14-09-1989,26.03
15-09-1989,27.12
16-09-1989,24.6
17-09-1989,25.3
18-09-1989,26.96
19-09-1989,24.52
20-09-1989,23.06
21-09-1989,21.55
22-09-1989,22.86
23-09-1989,21.34
24-09-1989,19.85
25-09-1989,22.42
26-09-1989,22.6
27-09-1989,22.28
28-09-1989,23.97
29-09-1989,20.9
30-09-1989,21.16
01-10-1989,21.28
02-10-1989,18.45
03-10-1989,18.4
04-10-1989,17.79
05-10-1989,20.1
06-10-1989,20.35
07-10-1989,17.7
08-10-1989,14.98
09-10-1989,15.71
10-10-1989,17.71
11-10-1989,16.13
12-10-1989,18.51
13-10-1989,19.77
14-10-1989,18.63
15-10-1989,19.58
16-10-1989,19.93
17-10-1989,13.68
18-10-1989,13.72
19-10-1989,13.66
20-10-1989,15.27
21-10-1989,13.69
22-10-1989,16.24
23-10-1989,15.18
24-10-1989,14.72
25-10-1989,15.94
26-10-1989,18.09
27-10-1989,17.19
28-10-1989,18.3
29-10-1989,14.61
30-10-1989,15.35
31-10-1989,17.58
01-11-1989,17.13
02-11-1989,13.84
03-11-1989,13.99
04-11-1989,14.9
05-11-1989,16.12
06-11-1989,18.65
07-11-1989,18.93
08-11-1989,19.48
09-11-1989,18.54
10-11-1989,15.13
11-11-1989,15.28
12-11-1989,17.25
13-11-1989,17.93
14-11-1989,11.63
15-11-1989,9.73
16-11-1989,12
17-11-1989,12.69
18-11-1989,14.68
19-11-1989,10.17
20-11-1989,9.64
21-11-1989,11.84
22-11-1989,11.53
23-11-1989,11.89
24-11-1989,11.09
25-11-1989,9.83
26-11-1989,9.77
27-11-1989,10
28-11-1989,12.11
29-11-1989,8.9
30-11-1989,7.75
01-12-1989,8.52
02-12-1989,9.25
03-12-1989,10.42
04-12-1989,12
05-12-1989,12.53
06-12-1989,11.74
07-12-1989,8.92
08-12-1989,8.2
09-12-1989,5.3
10-12-1989,6.95
11-12-1989,8.37
12-12-1989,7.38
13-12-1989,6.62
14-12-1989,6.49
15-12-1989,8.02
16-12-1989,8.63
17-12-1989,10.26
18-12-1989,7.51
19-12-1989,4.24
20-12-1989,5.72
21-12-1989,5.98
22-12-1989,7.68
23-12-1989,8.61
24-12-1989,6.1
25-12-1989,7.51
26-12-1989,9
27-12-1989,8.46
28-12-1989,6
29-12-1989,6.37
30-12-1989,5.85
31-12-1989,4.38
01-01-1990,4.19
02-01-1990,4.94
03-01-1990,4.97
04-01-1990,4.31
05-01-1990,5.73
06-01-1990,8.06
07-01-1990,4.1
08-01-1990,5.12
09-01-1990,7.02
10-01-1990,9.43
11-01-1990,7.8
12-01-1990,6.41
13-01-1990,3.71
14-01-1990,2.37
15-01-1990,4.61
16-01-1990,1.02
17-01-1990,0.64
18-01-1990,4.25
19-01-1990,4.32
20-01-1990,1.57
21-01-1990,1.65
22-01-1990,5.49
23-01-1990,0.6
24-01-1990,0.87
25-01-1990,0.49
26-01-1990,0.16
27-01-1990,-0.09
28-01-1990,2.99
29-01-1990,4.49
30-01-1990,5.07
31-01-1990,1
01-02-1990,0.34
02-02-1990,-2.42
03-02-1990,1.88
04-02-1990,3.5
05-02-1990,2.42
06-02-1990,3.16
07-02-1990,5.16
08-02-1990,6.74
09-02-1990,4.25
10-02-1990,7.81
11-02-1990,12.25
12-02-1990,8.54
13-02-1990,6.17
14-02-1990,3.59
15-02-1990,5.62
16-02-1990,5.76
17-02-1990,7.82
18-02-1990,9.27
19-02-1990,8.9
20-02-1990,12.13
21-02-1990,11.07
22-02-1990,12.37
23-02-1990,11.94
24-02-1990,13.56
25-02-1990,10.53
26-02-1990,8.9
27-02-1990,7.7
28-02-1990,6.83
01-03-1990,8.62
02-03-1990,7.95
03-03-1990,8.27
04-03-1990,10.18
05-03-1990,7.9
06-03-1990,8.1
07-03-1990,8.41
08-03-1990,5.83
09-03-1990,9.52
10-03-1990,10.65
11-03-1990,13.61
12-03-1990,10.46
13-03-1990,7.01
14-03-1990,11.08
15-03-1990,12.5
16-03-1990,10.46
17-03-1990,9.63
18-03-1990,8.81
19-03-1990,10.95
20-03-1990,12.01
21-03-1990,9.44
22-03-1990,11.13
23-03-1990,13.39
24-03-1990,14.53
25-03-1990,7.7
26-03-1990,7.32
27-03-1990,10.95
28-03-1990,12.64
29-03-1990,9.49
30-03-1990,11.18
31-03-1990,11.58
01-04-1990,16.42
02-04-1990,13.72
03-04-1990,17.27
04-04-1990,14.05
05-04-1990,8.98
06-04-1990,12.08
07-04-1990,14.86
08-04-1990,13.85
09-04-1990,14.01
10-04-1990,15.32
11-04-1990,14.89
12-04-1990,16.57
13-04-1990,16.8
14-04-1990,15.28
15-04-1990,11.41
16-04-1990,10.26
17-04-1990,10.7
18-04-1990,10.36
19-04-1990,11.91
20-04-1990,13.26
21-04-1990,13.43
22-04-1990,16.42
23-04-1990,16.66
24-04-1990,13.88
25-04-1990,14.87
26-04-1990,15.48
27-04-1990,17.04
28-04-1990,17.76
29-04-1990,14.51
30-04-1990,14.39
01-05-1990,14.35
02-05-1990,13.07
03-05-1990,15.49
04-05-1990,17.52
05-05-1990,17.38
06-05-1990,17.56
07-05-1990,17.56
08-05-1990,18.64
09-05-1990,19.52
10-05-1990,20.31
11-05-1990,20.1
12-05-1990,20.47
13-05-1990,20.75
14-05-1990,19
15-05-1990,17.49
16-05-1990,17.12
17-05-1990,18.07
18-05-1990,19.47
19-05-1990,19.39
20-05-1990,19.51
21-05-1990,18.35
22-05-1990,19.76
23-05-1990,17.47
24-05-1990,17.41
25-05-1990,16.4
26-05-1990,18.91
27-05-1990,21.04
28-05-1990,21.19
29-05-1990,20.47
30-05-1990,21.58
31-05-1990,21.46
01-06-1990,20.36
02-06-1990,21.28
03-06-1990,22.04
04-06-1990,20.46
05-06-1990,18.9
06-06-1990,21.07
07-06-1990,22.07
08-06-1990,21.08
09-06-1990,22.65
10-06-1990,22.74
11-06-1990,22.58
12-06-1990,22.91
13-06-1990,22.43
14-06-1990,23.3
15-06-1990,23.48
16-06-1990,24.55
17-06-1990,24.82
18-06-1990,25.1
19-06-1990,23.99
20-06-1990,25.24
21-06-1990,25.78
22-06-1990,29.16
23-06-1990,25.84
24-06-1990,25.93
25-06-1990,26.98
26-06-1990,23.21
27-06-1990,21.28
28-06-1990,19.78
29-06-1990,18.92
30-06-1990,20.41
01-07-1990,20.64
02-07-1990,22.98
03-07-1990,22.46
04-07-1990,23.47
05-07-1990,25.06
06-07-1990,24.47
07-07-1990,22.97
08-07-1990,22.42
09-07-1990,21.64
10-07-1990,23.12
11-07-1990,23.71
12-07-1990,21.41
13-07-1990,21.91
14-07-1990,25.37
15-07-1990,26.74
16-07-1990,28.08
17-07-1990,29.27
18-07-1990,29.81
19-07-1990,30.35
20-07-1990,26.48
21-07-1990,26.88
22-07-1990,28.02
23-07-1990,28.5
24-07-1990,27.88
25-07-1990,27
26-07-1990,28.61
27-07-1990,26.99
28-07-1990,26.25
29-07-1990,27.19
30-07-1990,27.31
31-07-1990,27.38
01-08-1990,26.82
02-08-1990,27.9
03-08-1990,28.58
04-08-1990,28.31
05-08-1990,29.06
06-08-1990,29.24
07-08-1990,30.44
08-08-1990,29.27
09-08-1990,27.11
10-08-1990,27.18
11-08-1990,28.65
12-08-1990,28.42
13-08-1990,28.45
14-08-1990,28.57
15-08-1990,28.53
16-08-1990,28.68
17-08-1990,27.13
18-08-1990,26.05
19-08-1990,27.15
20-08-1990,28.04
21-08-1990,29.21
22-08-1990,28.88
23-08-1990,29.56
24-08-1990,30.17
25-08-1990,28.51
26-08-1990,27.36
27-08-1990,27.24
28-08-1990,26.07
29-08-1990,26.48
30-08-1990,27.09
31-08-1990,28.25
01-09-1990,26.8
02-09-1990,26.97
03-09-1990,27.23
04-09-1990,29.16
05-09-1990,26.31
06-09-1990,26.31
07-09-1990,21.19
08-09-1990,23
09-09-1990,23.86
10-09-1990,25.4
11-09-1990,27.41
12-09-1990,28.34
13-09-1990,25.55
14-09-1990,24.4
15-09-1990,24.87
16-09-1990,22.52
17-09-1990,24.95
18-09-1990,26.54
19-09-1990,26.78
20-09-1990,24.53
21-09-1990,21.26
22-09-1990,21.66
23-09-1990,23.49
24-09-1990,24.2
25-09-1990,23.77
26-09-1990,19.32
27-09-1990,20.27
28-09-1990,22.42
29-09-1990,22.15
30-09-1990,21.11
01-10-1990,23.47
02-10-1990,20.6
03-10-1990,22.22
04-10-1990,23.47
05-10-1990,24.3
06-10-1990,22.56
07-10-1990,19.12
08-10-1990,19.28
09-10-1990,17.53
10-10-1990,15.18
11-10-1990,16.18
12-10-1990,17.9
13-10-1990,17.95
14-10-1990,21.42
15-10-1990,19.58
16-10-1990,20.14
17-10-1990,20.48
18-10-1990,19.97
19-10-1990,18.46
20-10-1990,18.48
21-10-1990,17.26
22-10-1990,16.03
23-10-1990,16.04
24-10-1990,15.8
25-10-1990,17.38
26-10-1990,17.21
27-10-1990,15.93
28-10-1990,14.31
29-10-1990,15.88
30-10-1990,14.11
31-10-1990,15.61
01-11-1990,16.73
02-11-1990,16.34
03-11-1990,17.35
04-11-1990,17.97
05-11-1990,18.39
06-11-1990,18.12
07-11-1990,17.46
08-11-1990,16.19
09-11-1990,16.96
10-11-1990,14.18
11-11-1990,11.64
12-11-1990,13.47
13-11-1990,15.68
14-11-1990,15.25
15-11-1990,14.38
16-11-1990,13.06
17-11-1990,15.45
18-11-1990,14.73
19-11-1990,14.81
20-11-1990,16.91
21-11-1990,9.92
22-11-1990,9.46
23-11-1990,9.77
24-11-1990,10.44
25-11-1990,12.68
26-11-1990,13.77
27-11-1990,13.81
28-11-1990,13.19
29-11-1990,13.76
30-11-1990,17.81
01-12-1990,17.73
02-12-1990,12.2
03-12-1990,10.65
04-12-1990,10.22
05-12-1990,9.61
06-12-1990,9.94
07-12-1990,10.26
08-12-1990,10.62
09-12-1990,11.05
10-12-1990,11.32
11-12-1990,12.77
12-12-1990,9.88
13-12-1990,9.08
14-12-1990,11.06
15-12-1990,8.92
16-12-1990,6.2
17-12-1990,6.83
18-12-1990,7.07
19-12-1990,6.57
20-12-1990,7.43
21-12-1990,7.11
22-12-1990,9.92
23-12-1990,8.17
24-12-1990,5.96
25-12-1990,7.9
26-12-1990,7.81
27-12-1990,5.36
28-12-1990,6.2
29-12-1990,6.07
30-12-1990,5.65
31-12-1990,6.75
01-01-1991,8.12
02-01-1991,9.2
03-01-1991,6.59
04-01-1991,5.8
05-01-1991,5.23
06-01-1991,3.53
07-01-1991,4.83
08-01-1991,4.72
09-01-1991,4.98
10-01-1991,6.31
11-01-1991,7.16
12-01-1991,3.33
13-01-1991,4.98
14-01-1991,4.95
15-01-1991,3.37
16-01-1991,5.13
17-01-1991,5.8
18-01-1991,4.26
19-01-1991,6.54
20-01-1991,6.71
21-01-1991,6.1
22-01-1991,6.68
23-01-1991,2.41
24-01-1991,5.94
25-01-1991,8.01
26-01-1991,5.41
27-01-1991,4.56
28-01-1991,3.1
29-01-1991,3.79
30-01-1991,4.28
31-01-1991,4.72
01-02-1991,4.64
02-02-1991,3.71
03-02-1991,4.99
04-02-1991,4.77
05-02-1991,3.76
06-02-1991,5
07-02-1991,5.82
08-02-1991,3.93
09-02-1991,6.08
10-02-1991,5.1
11-02-1991,8.36
12-02-1991,6.36
13-02-1991,7.29
14-02-1991,8.61
15-02-1991,9.85
16-02-1991,9.21
17-02-1991,4.36
18-02-1991,4.55
19-02-1991,4.4
20-02-1991,3.67
21-02-1991,5.32
22-02-1991,5.65
23-02-1991,2.83
24-02-1991,2.98
25-02-1991,3.28
26-02-1991,6.26
27-02-1991,8.36
28-02-1991,11.72
01-03-1991,4.07
02-03-1991,5.74
03-03-1991,6.47
04-03-1991,9.26
05-03-1991,10.63
06-03-1991,11.29
07-03-1991,9.99
08-03-1991,5.49
09-03-1991,10.07
10-03-1991,9.65
11-03-1991,5.25
12-03-1991,9.02
13-03-1991,8.08
14-03-1991,3.14
15-03-1991,6.77
16-03-1991,5.79
17-03-1991,8.14
18-03-1991,9.06
19-03-1991,11.88
20-03-1991,15.19
21-03-1991,8.36
22-03-1991,7.72
23-03-1991,12.11
24-03-1991,14.75
25-03-1991,12.33
26-03-1991,14.04
27-03-1991,8.72
28-03-1991,9.83
29-03-1991,9.92
30-03-1991,12.69
31-03-1991,9.55
01-04-1991,6.09
